from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
10856,11757,2,300,,
1086,1544,0,240,,
1086,1570,0,240,,
10860,11940,0,240,,
10860,11941,0,240,,
10860,11942,0,240,,
10860,11943,0,240,,
10860,12020,0,240,,
10860,12022,0,240,,
10860,12230,0,240,,
10860,12231,0,240,,
10860,12332,0,240,,
10860,8020,2,120,,
10860,8033,2,120,,
10865,10866,0,240,,
10865,10867,0,240,,
10865,12693,0,240,,
10865,4242,0,240,,
10865,4471,0,240,,
10865,4568,0,240,,
10865,8037,0,240,,
10865,989,0,240,,
10866,10865,0,240,,
10866,10866,2,120,,
10866,10867,0,240,,
10866,12693,0,240,,
10866,4242,2,120,,
10866,4459,0,240,,
10866,4471,0,240,,
10866,4568,2,120,,
10866,8037,0,240,,
10866,989,2,120,,
10867,8037,2,120,,
10874,7117,2,300,,
10879,10879,0,240,,
10879,10882,0,240,,
10879,4018,2,300,,
10879,4228,2,300,,
10880,10880,0,240,,
10880,10881,0,240,,
10880,11764,2,360,,
10880,11882,0,240,,
10880,5045,0,240,,
10880,5122,0,240,,
10880,5262,0,240,,
10880,5494,0,240,,
10880,5667,0,240,,
10880,5668,0,240,,
10880,5768,0,240,,
10880,5769,0,240,,
10880,5793,0,240,,
10880,5891,0,240,,
10880,6467,0,240,,
10880,8057,0,240,,
10880,8060,0,240,,
10881,10880,0,240,,
10881,11882,0,240,,
10881,5045,0,240,,
10881,5122,0,240,,
10881,5262,0,240,,
10881,5494,0,240,,
10881,5667,0,240,,
10881,5768,2,300,,
10881,5769,2,300,,
10881,5793,0,240,,
10881,5891,2,300,,
10882,10879,0,240,,
10882,10882,0,240,,
10882,4018,2,300,,
10884,10884,0,240,,
10884,5844,0,240,,
10884,8056,2,300,,
10884,8061,2,300,,
10885,10885,0,240,,
10885,10886,0,240,,
10885,10887,0,240,,
10885,10888,0,240,,
10885,10889,0,240,,
10885,10890,0,240,,
10885,10891,0,240,,
10885,10892,0,240,,
10885,12655,0,240,,
10885,12793,0,240,,
10886,10885,0,240,,
10886,10887,0,240,,
10886,10888,0,240,,
10886,10889,0,240,,
10886,10890,0,240,,
10886,10892,0,240,,
10886,12655,0,240,,
10886,12793,0,240,,
10887,10886,0,240,,
10887,10888,0,240,,
10887,10889,0,240,,
10887,10890,0,240,,
10887,10892,0,240,,
10887,12655,0,240,,
10887,12793,0,240,,
10888,10885,0,240,,
10888,10886,0,240,,
10888,10887,0,240,,
10888,10888,0,240,,
10888,10889,0,240,,
10888,10890,0,240,,
10888,10891,0,240,,
10888,10892,0,240,,
10888,12655,0,240,,
10888,12793,0,240,,
10890,10885,0,240,,
10890,10888,0,240,,
10890,10889,0,240,,
10890,12655,0,240,,
10890,12793,0,240,,
10891,10885,0,240,,
10891,10886,0,240,,
10891,10887,0,240,,
10891,10888,0,240,,
10891,10889,0,240,,
10891,10890,0,240,,
10891,10891,0,240,,
10891,10892,0,240,,
10891,12655,0,240,,
10891,12793,0,240,,
10892,10885,0,240,,
10892,10886,0,240,,
10892,10887,0,240,,
10892,10888,0,240,,
10892,10889,0,240,,
10892,10890,0,240,,
10892,10892,0,240,,
10892,12655,0,240,,
10893,10316,2,300,,
10893,12673,2,300,,
10893,7828,0,240,,
10895,779,2,480,,
1091,8753,2,300,,
1091,8762,2,300,,
10914,10914,0,240,,
10914,5148,0,240,,
10914,5252,0,240,,
10914,5890,0,240,,
10914,7639,0,240,,
10916,11664,2,480,,
10916,5180,0,240,,
10916,5183,2,360,,
10916,6060,2,360,,
10916,9720,2,480,,
1092,902,0,240,,
1092,915,0,240,,
10921,1685,2,300,,
10921,1736,2,300,,
10929,2203,0,240,,
10929,2252,0,240,,
10929,2397,0,240,,
10929,3535,0,240,,
10929,5989,0,240,,
10929,6984,0,240,,
10929,8052,0,240,,
10929,8065,0,240,,
10931,11858,0,240,,
10931,11860,0,240,,
10931,11861,0,240,,
10931,12949,0,240,,
10931,5464,0,240,,
10931,5509,0,240,,
10931,5593,0,240,,
10931,5633,0,240,,
10931,5700,0,240,,
10931,5743,0,240,,
10931,6000,0,240,,
10931,6077,0,240,,
10947,10947,0,240,,
10947,4461,0,240,,
10948,10914,0,240,,
10948,5148,0,240,,
10948,5252,0,240,,
10948,5890,0,240,,
10948,7639,0,240,,
10948,8055,0,240,,
10948,8062,0,240,,
10959,10961,2,300,,
10959,11759,2,420,,
10959,1896,2,420,,
10960,10958,2,420,,
10960,10961,2,360,,
10961,10958,2,300,,
10961,11759,2,360,,
10961,1896,2,420,,
10966,13003,2,360,,
10966,549,0,240,,
10967,13003,2,360,,
10967,549,2,360,,
10968,313,2,360,,
10968,365,0,240,,
10968,366,0,240,,
10969,313,2,360,,
10969,365,0,240,,
10971,10972,0,240,,
10971,8747,0,240,,
10971,8756,0,240,,
10971,9952,0,240,,
10972,10034,2,300,,
10972,10971,0,240,,
10972,10972,0,240,,
10972,8747,0,240,,
10972,8756,0,240,,
10972,9952,0,240,,
11,11427,2,300,,
11,11542,0,240,,
110,11113,0,240,,
110,322,0,240,,
110,569,0,240,,
11007,1312,0,240,,
11007,1350,0,240,,
11009,663,0,240,,
11009,706,0,240,,
11010,793,0,240,,
11010,842,0,240,,
11011,1312,0,240,,
11011,1350,0,240,,
11013,1042,0,240,,
11013,1105,0,240,,
11014,337,0,240,,
11014,463,2,300,,
11015,663,0,240,,
11015,706,0,240,,
11016,113,0,240,,
11016,56,0,240,,
11020,165,0,240,,
11020,251,0,240,,
11021,337,2,300,,
11021,463,2,300,,
11022,793,0,240,,
11022,842,0,240,,
11023,1042,0,240,,
11023,1105,0,240,,
11029,11029,0,240,,
11032,11032,0,240,,
11032,11998,0,240,,
1105,11013,2,300,,
1105,11023,0,240,,
11074,5456,0,240,,
11074,5516,0,240,,
11075,6051,0,240,,
11075,9023,0,240,,
11076,6051,0,240,,
11076,9022,0,240,,
11077,5474,2,360,,
11077,5498,2,360,,
11078,5474,2,360,,
11078,5498,2,360,,
1108,1514,0,240,,
1108,1596,0,240,,
11087,11088,0,240,,
11087,11227,2,360,,
11087,11278,2,300,,
11087,11279,2,360,,
11087,12548,2,300,,
11088,11087,0,240,,
11088,11227,2,360,,
11088,11278,2,300,,
11088,11279,2,300,,
11088,12548,2,300,,
11095,8752,2,300,,
11095,8761,2,300,,
11095,906,0,240,,
11095,911,0,240,,
11113,110,0,240,,
11113,569,2,300,,
11113,59,2,300,,
11113,60,0,240,,
11114,7645,2,540,,
11122,5561,0,240,,
11122,5623,0,240,,
11123,6019,2,300,,
11123,6073,0,240,,
11124,6019,2,300,,
11124,6073,0,240,,
11126,12196,2,300,,
11126,9291,0,240,,
11126,9293,2,360,,
11127,5025,2,300,,
11127,5067,0,240,,
11128,5138,0,240,,
11128,8542,0,240,,
11129,5138,0,240,,
11129,8542,0,240,,
11130,5025,2,300,,
11130,5067,0,240,,
11131,5651,0,240,,
11131,5683,0,240,,
11132,5651,0,240,,
11132,5683,0,240,,
11133,5715,0,240,,
11133,5729,0,240,,
11134,5715,0,240,,
11134,5729,0,240,,
11135,5756,0,240,,
11135,5781,0,240,,
11137,5918,0,240,,
11137,5961,0,240,,
1116,12631,2,300,,
1116,292,2,300,,
11196,11199,0,240,,
11199,11196,0,240,,
1120,1971,0,240,,
1120,2062,2,300,,
11200,1769,2,300,,
11204,13054,0,240,,
11204,2264,0,240,,
11208,6486,0,240,,
11208,6566,0,240,,
11208,6802,0,240,,
11216,11695,0,240,,
11216,9087,0,240,,
11221,10360,2,360,,
11221,11087,2,420,,
11221,11088,2,300,,
11221,11221,0,240,,
11221,11227,0,240,,
11221,11260,2,420,,
11221,12764,2,360,,
11227,10360,2,360,,
11227,11260,2,420,,
11243,11243,0,240,,
11243,11247,2,300,,
11243,11295,2,300,,
11243,11707,2,300,,
11243,12716,2,300,,
11243,6753,0,240,,
11247,11243,2,300,,
11247,11247,0,240,,
11247,11295,2,360,,
11247,11707,2,300,,
11247,12716,2,360,,
11247,6753,0,240,,
11248,11246,0,240,,
11248,11253,0,240,,
11248,11266,0,240,,
11248,11267,0,240,,
11248,11269,0,240,,
11248,11289,0,240,,
11248,11763,0,240,,
11248,11788,0,240,,
11251,11251,0,240,,
11251,11286,0,240,,
11251,11287,0,240,,
11252,11251,0,240,,
11252,11252,0,240,,
11252,11286,0,240,,
11252,11287,0,240,,
11254,11398,2,300,,
11254,6754,0,240,,
11255,11255,4,0,15494506,15494482
11255,11255,4,0,15494507,15494483
11255,11255,4,0,15494508,15494484
11255,11255,4,0,15494509,15494485
11255,11255,4,0,15494510,15494486
11255,11255,4,0,15494511,15494487
11255,11255,4,0,15494512,15494488
11255,11255,4,0,15494513,15494489
11255,11255,4,0,15494514,15494490
11255,11255,4,0,15494515,15494491
11255,11255,4,0,15494516,15494492
11255,11255,4,0,15494517,15494493
11255,11255,4,0,15494518,15494494
11255,11255,4,0,15494519,15494495
11255,11255,4,0,15494520,15494496
11255,11255,4,0,15494521,15494497
11255,11255,4,0,15494522,15494498
11255,11255,4,0,15494523,15494499
11255,11255,4,0,15494524,15494500
11255,11255,4,0,15494525,15494501
11255,11255,4,0,15494526,15494502
11255,11255,4,0,15494527,15494503
11255,11255,4,0,15494528,15494504
11255,11255,4,0,15494529,15494505
11255,11255,4,0,15494550,15494539
11255,11255,4,0,15494551,15494542
11255,11255,4,0,15494552,15494540
11255,11255,4,0,15494553,15494541
11255,11255,4,0,15494554,15494543
11255,11255,4,0,15494555,15494544
11255,11255,4,0,15494556,15494545
11255,11255,4,0,15494557,15494546
11255,11255,4,0,15494558,15494547
11255,11255,4,0,15494559,15494548
11255,11255,4,0,15494560,15494549
11255,11255,4,0,15494561,15494530
11255,11255,4,0,15494562,15494531
11255,11255,4,0,15494563,15494532
11255,11255,4,0,15494564,15494533
11255,11255,4,0,15494565,15494534
11255,11255,4,0,15494566,15494535
11255,11255,4,0,15494567,15494536
11255,11255,4,0,15494568,15494537
11255,11255,4,0,15494569,15494538
11256,11246,0,240,,
11256,11248,0,240,,
11256,11253,0,240,,
11256,11266,0,240,,
11256,11267,0,240,,
11256,11269,0,240,,
11256,11288,0,240,,
11256,11289,0,240,,
11256,11763,0,240,,
11256,11788,0,240,,
11258,10360,0,240,,
11258,11258,4,0,15459830,15451230
11258,11258,4,0,15459831,15451231
11258,11258,4,0,15459832,15451232
11258,11258,4,0,15459833,15451233
11258,11258,4,0,15459834,15451234
11258,11258,4,0,15459835,15451236
11258,11258,4,0,15459836,15451237
11258,11258,4,0,15459837,15451238
11258,11258,4,0,15459838,15451239
11258,11258,4,0,15459839,15451240
11258,11258,4,0,15459840,15451241
11258,11258,4,0,15459841,15451242
11258,11258,4,0,15459842,15451173
11258,11258,4,0,15459843,15451174
11258,11258,4,0,15459844,15451175
11258,11258,4,0,15459845,15451176
11258,11258,4,0,15459846,15451177
11258,11258,4,0,15459847,15451178
11258,11258,4,0,15459848,15451196
11258,11258,4,0,15459849,15451197
11258,11258,4,0,15459850,15451198
11258,11258,4,0,15459851,15451199
11258,11258,4,0,15459852,15451200
11258,11258,4,0,15459853,15451201
11258,11258,4,0,15459854,15451202
11258,11258,4,0,15459855,15451172
11258,11258,4,0,15459856,15451203
11258,11258,4,0,15459857,15451204
11258,11258,4,0,15459858,15451205
11258,11258,4,0,15459859,15451206
11258,11258,4,0,15459860,15451207
11258,11258,4,0,15459861,15451208
11258,11258,4,0,15459862,15451209
11258,11258,4,0,15459863,15451210
11258,11258,4,0,15459864,15451211
11258,11258,4,0,15459865,15451212
11258,11258,4,0,15459866,15451213
11258,11258,4,0,15459867,15451214
11258,11258,4,0,15459868,15451215
11258,11258,4,0,15459869,15451216
11258,11258,4,0,15459870,15451217
11258,11258,4,0,15459871,15451219
11258,11258,4,0,15459872,15451180
11258,11258,4,0,15459873,15451181
11258,11258,4,0,15459874,15451182
11258,11258,4,0,15459875,15451183
11258,11258,4,0,15459876,15451184
11258,11258,4,0,15459877,15451235
11258,11258,4,0,15459878,15451185
11258,11258,4,0,15459879,15451186
11258,11258,4,0,15459880,15451187
11258,11258,4,0,15459881,15451188
11258,11258,4,0,15459882,15451189
11258,11258,4,0,15459883,15451190
11258,11258,4,0,15459884,15451191
11258,11258,4,0,15459885,15451192
11258,11258,4,0,15459886,15451193
11258,11258,4,0,15459887,15451194
11258,11258,4,0,15459888,15451195
11258,11258,4,0,15459889,15451220
11258,11258,4,0,15459890,15451221
11258,11258,4,0,15459891,15451222
11258,11258,4,0,15459892,15451218
11258,11258,4,0,15459893,15451179
11258,11258,4,0,15459894,15451179
11258,11258,4,0,15459895,15451223
11258,11258,4,0,15459896,15451224
11258,11258,4,0,15459897,15451225
11258,11258,4,0,15459898,15451228
11258,11258,4,0,15459899,15451218
11258,11258,4,0,15459900,15451226
11258,11258,4,0,15459901,15451194
11258,11258,4,0,15459902,15451195
11258,11258,4,0,15459903,15451220
11258,11258,4,0,15459904,15451221
11258,11258,4,0,15459905,15451222
11258,11258,4,0,15459906,15451223
11258,11258,4,0,15459907,15451224
11258,11258,4,0,15459908,15451225
11258,11258,4,0,15459909,15451228
11258,11258,4,0,15459910,15451226
11258,11258,4,0,15459911,15451227
11258,11258,4,0,15459912,15451227
11258,11258,4,0,15459913,15451229
11258,11258,4,0,15518169,15518020
11258,11258,4,0,15518170,15518021
11258,11258,4,0,15518171,15518022
11258,11258,4,0,15518172,15518023
11258,11258,4,0,15518173,15518024
11258,11258,4,0,15518174,15518025
11258,11258,4,0,15518175,15518026
11258,11258,4,0,15518176,15518027
11258,11258,4,0,15518177,15518028
11258,11258,4,0,15518178,15518029
11258,11258,4,0,15518179,15518030
11258,11258,4,0,15518180,15518031
11258,11258,4,0,15518181,15518032
11258,11258,4,0,15518182,15518033
11258,11258,4,0,15518183,15518034
11258,11258,4,0,15518184,15518035
11258,11258,4,0,15518185,15518036
11258,11258,4,0,15518186,15518037
11258,11258,4,0,15518187,15518038
11258,11258,4,0,15518188,15518039
11258,11258,4,0,15518189,15518040
11258,11258,4,0,15518190,15518041
11258,11258,4,0,15518191,15518042
11258,11258,4,0,15518192,15518043
11258,11258,4,0,15518193,15518044
11258,11258,4,0,15518194,15518045
11258,11258,4,0,15518195,15518046
11258,11258,4,0,15518196,15518047
11258,11258,4,0,15518197,15518048
11258,11258,4,0,15518198,15518049
11258,11258,4,0,15518199,15518050
11258,11258,4,0,15518200,15518051
11258,11258,4,0,15518201,15518052
11258,11258,4,0,15518202,15518053
11258,11258,4,0,15518203,15518054
11258,11258,4,0,15518204,15518055
11258,11258,4,0,15518205,15518056
11258,11258,4,0,15518206,15518057
11258,11258,4,0,15518207,15518058
11258,11258,4,0,15518208,15518059
11258,11258,4,0,15518209,15518060
11258,11258,4,0,15518210,15518061
11258,11258,4,0,15518211,15518062
11258,11258,4,0,15518212,15518063
11258,11258,4,0,15518213,15518064
11258,11258,4,0,15518214,15518065
11258,11258,4,0,15518215,15518066
11258,11258,4,0,15518216,15518067
11258,11258,4,0,15518217,15518068
11258,11258,4,0,15518218,15518069
11258,11258,4,0,15518219,15518070
11258,11258,4,0,15518220,15518071
11258,11258,4,0,15518221,15518072
11258,11258,4,0,15518222,15518073
11258,11258,4,0,15518223,15518074
11258,11258,4,0,15518224,15518075
11258,11258,4,0,15518225,15518076
11258,11258,4,0,15518226,15518077
11258,11258,4,0,15518227,15518078
11258,11258,4,0,15518228,15518079
11258,11258,4,0,15518229,15518080
11258,11258,4,0,15518230,15518081
11258,11258,4,0,15518231,15518082
11258,11258,4,0,15518232,15518083
11258,11258,4,0,15518233,15518084
11258,11258,4,0,15518234,15518085
11258,11258,4,0,15518235,15518086
11258,11258,4,0,15518236,15518087
11258,11258,4,0,15518237,15518088
11258,11258,4,0,15518238,15518089
11258,11258,4,0,15518239,15518090
11258,11258,4,0,15518240,15518091
11258,11258,4,0,15518241,15518092
11258,11258,4,0,15518242,15518093
11258,11258,4,0,15518437,15518307
11258,11258,4,0,15518438,15518308
11258,11258,4,0,15518439,15518309
11258,11258,4,0,15518440,15518310
11258,11258,4,0,15518441,15518311
11258,11258,4,0,15518442,15518312
11258,11258,4,0,15518443,15518313
11258,11258,4,0,15518444,15518314
11258,11258,4,0,15518445,15518315
11258,11258,4,0,15518446,15518316
11258,11258,4,0,15518447,15518317
11258,11258,4,0,15518448,15518318
11258,11258,4,0,15518449,15518319
11258,11258,4,0,15518450,15518320
11258,11258,4,0,15518451,15518321
11258,11258,4,0,15518452,15518322
11258,11258,4,0,15518453,15518323
11258,11258,4,0,15518454,15518324
11258,11258,4,0,15518455,15518325
11258,11258,4,0,15518456,15518326
11258,11258,4,0,15518457,15518327
11258,11258,4,0,15518458,15518328
11258,11258,4,0,15518459,15518329
11258,11258,4,0,15518460,15518330
11258,11258,4,0,15518461,15518331
11258,11258,4,0,15518462,15518332
11258,11258,4,0,15518463,15518333
11258,11258,4,0,15518464,15518334
11258,11258,4,0,15518465,15518335
11258,11258,4,0,15518466,15518336
11258,11258,4,0,15518467,15518337
11258,11258,4,0,15518468,15518338
11258,11258,4,0,15518469,15518339
11258,11258,4,0,15518470,15518340
11258,11258,4,0,15518471,15518341
11258,11258,4,0,15518472,15518342
11258,11258,4,0,15518473,15518343
11258,11258,4,0,15518474,15518344
11258,11258,4,0,15518475,15518345
11258,11258,4,0,15518476,15518346
11258,11258,4,0,15518477,15518347
11258,11258,4,0,15518478,15518348
11258,11258,4,0,15518479,15518349
11258,11258,4,0,15518480,15518350
11258,11258,4,0,15518481,15518351
11258,11258,4,0,15518482,15518352
11258,11258,4,0,15518483,15518353
11258,11258,4,0,15518484,15518354
11258,11258,4,0,15518485,15518355
11258,11258,4,0,15518486,15518356
11258,11258,4,0,15518487,15518357
11258,11258,4,0,15518488,15518358
11258,11258,4,0,15518489,15518359
11258,11258,4,0,15518490,15518360
11258,11258,4,0,15518491,15518361
11258,11258,4,0,15518492,15518362
11258,11258,4,0,15518493,15518363
11258,11258,4,0,15518494,15518364
11258,11258,4,0,15518495,15518365
11258,11258,4,0,15518496,15518366
11258,11258,4,0,15518497,15518367
11258,11258,4,0,15518498,15518368
11258,11258,4,0,15518499,15518369
11258,11258,4,0,15518500,15518370
11258,11258,4,0,15518501,15518371
11258,11258,4,0,15518502,15518372
11258,11276,2,360,,
11258,11277,2,300,,
11259,12232,2,360,,
11259,12240,2,360,,
11260,10360,0,240,,
11260,11221,2,420,,
11260,11227,2,420,,
11260,11258,0,240,,
11260,11260,0,240,,
11260,11260,4,0,15451102,15459762
11260,11260,4,0,15451103,15459804
11260,11260,4,0,15451104,15459805
11260,11260,4,0,15451105,15459806
