route_long_name,route_type,route_text_color,route_color,agency_id,route_id,route_url,route_desc,route_short_name
Guildford/Newton Exchange,3,,,TL,8290,https://translink.ca/schedules-and-maps/route/341/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=341,,341
Boundary,3,,,TL,6630,https://translink.ca/schedules-and-maps/route/28/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=28,,028
Haney Place/Meadowtown,3,,,TL,6799,https://translink.ca/schedules-and-maps/route/743/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=743,,743
Queens/Park Royal,3,,,TL,6688,https://translink.ca/schedules-and-maps/route/251/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=251,,251
Phibbs Exchange/Capilano University,3,,,TL,39307,https://translink.ca/schedules-and-maps/route/245/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=245,,245
Metrotown Station/River District,3,,,TL,39304,https://translink.ca/schedules-and-maps/route/31/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=31,,031
East Fraser Heights/Guildford,3,,,TL,48855,https://translink.ca/schedules-and-maps/route/338/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=338,,338
Carson Graham School Special,3,,,TL,6762,https://translink.ca/schedules-and-maps/route/881/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=881,,881
Windsor School Special,3,,,TL,6761,https://translink.ca/schedules-and-maps/route/880/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=880,,880
Hastings/UBC Exchange,3,,,TL,16718,https://translink.ca/schedules-and-maps/route/14/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=14,,014
Inglewood/Park Royal,3,,,TL,6689,https://translink.ca/schedules-and-maps/route/252/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=252,,252
Mt Gardner/Snug Cove,3,,,TL,34544,https://translink.ca/schedules-and-maps/route/282/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=282,,282
Marine Drive,3,FFFFFF,008522,TL,38311,https://translink.ca/schedules-and-maps/route/R2/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R2,,R2
Grouse Mountain/Lonsdale Quay,3,,,TL,6680,https://translink.ca/schedules-and-maps/route/236/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=236,,236
Lynn Valley/Downtown,3,,,TL,6682,https://translink.ca/schedules-and-maps/route/240/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=240,,240
Upper Lonsdale/Downtown,3,,,TL,6683,https://translink.ca/schedules-and-maps/route/241/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=241,,241
Highland/Downtown,3,,,TL,6685,https://translink.ca/schedules-and-maps/route/246/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=246,,246
Grouse Mountain/Downtown,3,,,TL,6686,https://translink.ca/schedules-and-maps/route/247/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=247,,247
Horseshoe Bay/Dundarave/Vancouver,3,,,TL,6687,https://translink.ca/schedules-and-maps/route/250/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=250,,250
41st Avenue,3,FFFFFF,008522,TL,37810,https://translink.ca/schedules-and-maps/route/R4/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R4,,R4
Elliott/29th Avenue Station,3,,,TL,6631,https://translink.ca/schedules-and-maps/route/29/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=29,,029
Royal Oak Station/Edmonds Station,3,,,TL,6806,https://translink.ca/schedules-and-maps/route/148/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=148,,148
Thornhill/Haney Place,3,,,TL,6804,https://translink.ca/schedules-and-maps/route/748/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=748,,748
Lynn Valley/Phibbs Exchange,3,,,TL,22639,https://translink.ca/schedules-and-maps/route/227/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=227,,227
Haney Place/Meadowtown,3,,,TL,6800,https://translink.ca/schedules-and-maps/route/744/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=744,,744
Main,3,,,TL,6613,https://translink.ca/schedules-and-maps/route/3/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=3,,003
Macdonald,3,,,TL,6612,https://translink.ca/schedules-and-maps/route/2/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=2,,002
Granville-YVR,3,,,TL,6830,https://translink.ca/schedules-and-maps/route/N10/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N10,,N10
Nanaimo Station/Dunbar,3,,,TL,6617,https://translink.ca/schedules-and-maps/route/7/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=7,,007
Davie,3,,,TL,6616,https://translink.ca/schedules-and-maps/route/6/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=6,,006
Robson,3,,,TL,6615,https://translink.ca/schedules-and-maps/route/5/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=5,,005
Powell/UBC Exchange,3,,,TL,6614,https://translink.ca/schedules-and-maps/route/4/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=4,,004
Broadway,3,,,TL,6619,https://translink.ca/schedules-and-maps/route/9/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=9,,009
Fraser,3,,,TL,6618,https://translink.ca/schedules-and-maps/route/8/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=8,,008
Ocean Park/Peace Arch Hospital,3,,,TL,31816,https://translink.ca/schedules-and-maps/route/360/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=360,,360
Ocean Park/White Rock Centre,3,,,TL,31817,https://translink.ca/schedules-and-maps/route/361/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=361,,361
Coquitlam Central Station/Rocklin,3,,,TL,30040,https://translink.ca/schedules-and-maps/route/174/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=174,,174
Whitby Estate/Park Royal/Spuraway,3,,,TL,10232,https://translink.ca/schedules-and-maps/route/256/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=256,,256
Elgin Park School Special,3,,,TL,6754,https://translink.ca/schedules-and-maps/route/855/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=855,,855
Southpoint/Peace Arch Hospital,3,,,TL,31819,https://translink.ca/schedules-and-maps/route/363/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=363,,363
Scottsdale/Bridgeport Station,3,,,TL,6699,https://translink.ca/schedules-and-maps/route/311/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=311,,311
Newton Exchange/Brighouse Station Express,3,,,TL,6698,https://translink.ca/schedules-and-maps/route/301/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=301,,301
Haney Place/Golden Ears,3,,,TL,53126,https://translink.ca/schedules-and-maps/route/736/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=736,,736
Campbell Valley/Langley Centre,3,,,TL,53127,https://translink.ca/schedules-and-maps/route/566/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=566,,566
Downtown South Circulator,3,FFFFFF,5948AD,TL,53124,https://translink.ca/schedules-and-maps/route/1/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=1,,001
29th Avenue Station/FIFA Fan Festival,3,FFFFFF,5948AD,TL,53125,https://translink.ca/schedules-and-maps/route/11/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=11,,011
Horseshoe Bay/Vancouver Express,3,,,TL,6693,https://translink.ca/schedules-and-maps/route/257/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=257,,257
Dundarave/Capilano University,3,,,TL,6692,https://translink.ca/schedules-and-maps/route/255/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=255,,255
British Properties/Park Royal/Van,3,,,TL,6691,https://translink.ca/schedules-and-maps/route/254/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=254,,254
Caulfeild/Vancouver/Park Royal,3,,,TL,6690,https://translink.ca/schedules-and-maps/route/253/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=253,,253
Scottsdale/22nd St Station,3,,,TL,6713,https://translink.ca/schedules-and-maps/route/340/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=340,,340
Guildford/Surrey Central Station,3,,,TL,6819,https://translink.ca/schedules-and-maps/route/373/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=373,,373
Surrey Central Station/Scott Rd Station,3,,,TL,6818,https://translink.ca/schedules-and-maps/route/371/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=371,,371
Coquitlam Central Station/Fremont,3,,,TL,30037,https://translink.ca/schedules-and-maps/route/171/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=171,,171
Port Coquitlam Station/Port Coquitlam South,3,,,TL,30036,https://translink.ca/schedules-and-maps/route/170/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=170,,170
White Rock Centre/Willowbrook,3,,,TL,18705,https://translink.ca/schedules-and-maps/route/531/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=531,,531
Metrotown Station/Suncrest,3,,,TL,6811,https://translink.ca/schedules-and-maps/route/146/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=146,,146
Scott Road,3,FFFFFF,008522,TL,46604,https://translink.ca/schedules-and-maps/route/R6/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=R6,,R6
Coquitlam Central Station/Cedar,3,,,TL,30039,https://translink.ca/schedules-and-maps/route/173/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=173,,173
Coquitlam Central Station/Riverside,3,,,TL,30038,https://translink.ca/schedules-and-maps/route/172/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=172,,172
Langley Centre/Fernridge,3,,,TL,6815,https://translink.ca/schedules-and-maps/route/563/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=563,,563
Langley Centre/Walnut Grove,3,,,TL,6814,https://translink.ca/schedules-and-maps/route/562/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=562,,562
Metrotown Station/Edmonds Station,3,,,TL,6817,https://translink.ca/schedules-and-maps/route/147/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=147,,147
Langley Centre/Willowbrook,3,,,TL,6816,https://translink.ca/schedules-and-maps/route/564/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=564,,564
Ladner Ring,3,,,TL,6745,https://translink.ca/schedules-and-maps/route/606/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=606,,606
Bridgeport Station/English Bluff,3,,,TL,6744,https://translink.ca/schedules-and-maps/route/604/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=604,,604
Tsawwassen Ferry/Bridgeport Station Exp,3,,,TL,6747,https://translink.ca/schedules-and-maps/route/620/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=620,,620
Ladner Ring,3,,,TL,6746,https://translink.ca/schedules-and-maps/route/608/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=608,,608
Bridgeport Station/South Delta,3,,,TL,6741,https://translink.ca/schedules-and-maps/route/601/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=601,,601
Joyce Station/29th Avenue Station,3,,,TL,6628,https://translink.ca/schedules-and-maps/route/26/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=26,,026
Bridgeport Station/Tsawwassen Heights,3,,,TL,6742,https://translink.ca/schedules-and-maps/route/602/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=602,,602
Knight,3,,,TL,6626,https://translink.ca/schedules-and-maps/route/22/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=22,,022
King Edward,3,,,TL,6627,https://translink.ca/schedules-and-maps/route/25/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=25,,025
Kingsway,3,,,TL,6624,https://translink.ca/schedules-and-maps/route/19/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=19,,019
208 Street,3,,,TL,12940,https://translink.ca/schedules-and-maps/route/595/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=595,,595
29th Avenue Station/Arbutus,3,,,TL,6622,https://translink.ca/schedules-and-maps/route/16/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=16,,016
Oak,3,,,TL,6623,https://translink.ca/schedules-and-maps/route/17/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=17,,017
Granville,3,,,TL,6620,https://translink.ca/schedules-and-maps/route/10/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=10,,010
Cambie,3,,,TL,6621,https://translink.ca/schedules-and-maps/route/15/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=15,,015
Holdom Station/Edmonds Station,3,,,TL,33292,https://translink.ca/schedules-and-maps/route/133/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=133,,133
Anderson Creek/Haney Place,3,,,TL,31822,https://translink.ca/schedules-and-maps/route/741/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=741,,741
Rock Ridge/Haney Place,3,,,TL,31821,https://translink.ca/schedules-and-maps/route/733/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=733,,733
Clayton Heights/Langley Centre,3,,,TL,31820,https://translink.ca/schedules-and-maps/route/372/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=372,,372
152 Street,3,,,TL,7321,https://translink.ca/schedules-and-maps/route/375/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=375,,375
Capitol Hill/Hastings @ Gilmore,3,,,TL,7322,https://translink.ca/schedules-and-maps/route/132/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=132,,132
140 Street,3,,,TL,6708,https://translink.ca/schedules-and-maps/route/325/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=325,,325
Coquitlam Central Station/Haney Place/Maple Ridge E,3,,,TL,6749,https://translink.ca/schedules-and-maps/route/701/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=701,,701
River Road,3,,,TL,6748,https://translink.ca/schedules-and-maps/route/640/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=640,,640
HandyDART,715,,,TL,HD,https://www.translink.ca/rider-guide/transit-accessibility/handydart?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=transit_accessibility&utm_term=handydart,,HD
Lonsdale Quay/Delbrook,3,,,TL,36799,https://translink.ca/schedules-and-maps/route/249/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=249,,249
Coast Meridian Rd,3,,,TL,22638,https://translink.ca/schedules-and-maps/route/188/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=188,,188
Ruskin/Haney Place,3,,,TL,6805,https://translink.ca/schedules-and-maps/route/749/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=749,,749
Coquitlam Central Station/Princeton,3,,,TL,30584,https://translink.ca/schedules-and-maps/route/191/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=191,,191
Hastings St,3,,,TL,6838,https://translink.ca/schedules-and-maps/route/N35/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=N35,,N35
UBC Exchange/Wesbrook Village,3,,,TL,33538,https://translink.ca/schedules-and-maps/route/68/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=68,,068
Metrotown Station/Brighouse Station,3,,,TL,6730,https://translink.ca/schedules-and-maps/route/430/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=430,,430
4th Avenue Express,3,,,TL,6638,https://translink.ca/schedules-and-maps/route/84/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=84,,084
Meadowtown/Bonson,3,,,TL,34541,https://translink.ca/schedules-and-maps/route/722/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=722,,722
Meadowtown/Fraser Way,3,,,TL,34540,https://translink.ca/schedules-and-maps/route/719/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=719,,719
West Coast Express,2,FFFFFF,87189d,TL,6770,https://translink.ca/schedules-and-maps/line/west-coast-express/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_line&utm_term=west-coast-express,,WCE
Langley Centre/Surrey Central Station,3,,,TL,6737,https://translink.ca/schedules-and-maps/route/501/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=501,,501
Fraser Hwy,3,,,TL,6738,https://translink.ca/schedules-and-maps/route/502/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=502,,502
Walnut Grove/Surrey Central Station,3,,,TL,6739,https://translink.ca/schedules-and-maps/route/509/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=509,,509
41st Avenue,3,,,TL,6633,https://translink.ca/schedules-and-maps/route/41/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=41,,041
UBC Exchange/Downtown Express,3,,,TL,6635,https://translink.ca/schedules-and-maps/route/44/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=44,,044
Waterfront Station/False Creek South,3,,,TL,6637,https://translink.ca/schedules-and-maps/route/50/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=50,,050
49th Avenue,3,,,TL,6636,https://translink.ca/schedules-and-maps/route/49/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=49,,049
Kingswood/22nd St Station,3,,,TL,9745,https://translink.ca/schedules-and-maps/route/418/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=418,,418
Guildford/Surrey Central Station,3,,,TL,6709,https://translink.ca/schedules-and-maps/route/326/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=326,,326
Willingdon Express,3,,,TL,39305,https://translink.ca/schedules-and-maps/route/222/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=222,,222
Victoria,3,,,TL,6625,https://translink.ca/schedules-and-maps/route/20/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=20,,020
SeaBus,4,FFFFFF,746661,TL,6771,https://translink.ca/schedules-and-maps/line/seabus/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_line&utm_term=seabus,,
Bridgeport Station/Beach Grove,3,,,TL,6743,https://translink.ca/schedules-and-maps/route/603/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=603,,603
Coquitlam Central Station/White Pine Beach,3,,,TL,7509,https://translink.ca/schedules-and-maps/route/150/direction/0/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_route&utm_term=150,,150
